taxon,sample,taxonomic_level,level,family,genus,id,latitude_dd,longitude_dd,type,base,top,age,age_range,ageBin,layer
Lesteva|longoelytrata|(Goeze),COUN001138|5306,species,species,STAPHYLINIDAE,Lesteva,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Limnebius|truncatellus|(Thun.),COUN001138|5305,species,species,HYDRAENIDAE,Limnebius,5305,44.78361,6.288611,sequences,8498,8178,8338,320,8500,17
Limnebius|truncatellus|(Thun.),COUN001138|5306,species,species,HYDRAENIDAE,Limnebius,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Limonius|aeneoniger|(Deg.),COUN000508|2491,species,species,ELATERIDAE,Limonius,2491,45.043335,5.929167,sequences,8290,7767,8028.5,523,8500,17
Megarthrus|depressus|(Payk.),COUN000747|3494,species,species,STAPHYLINIDAE,Megarthrus,3494,44.057777,7.457222,sequences,8480,8150,8315,330,8500,17
Micropeplus|tesserula|Curtis,COUN000747|3495,species,species,STAPHYLINIDAE,Micropeplus,3495,44.057777,7.457222,sequences,8662,8305,8483.5,357,8500,17
Ochthebius|granulatus|Muls.,COUN000747|3494,species,species,HYDRAENIDAE,Ochthebius,3494,44.057777,7.457222,sequences,8480,8150,8315,330,8500,17
Olophrum|consimile|(Gyll.),COUN000747|3493,species,species,STAPHYLINIDAE,Olophrum,3493,44.057777,7.457222,sequences,8171,7885,8028,286,8500,17
Olophrum|consimile|(Gyll.),COUN000747|3495,species,species,STAPHYLINIDAE,Olophrum,3495,44.057777,7.457222,sequences,8662,8305,8483.5,357,8500,17
Olophrum|consimile|(Gyll.),COUN001138|5305,species,species,STAPHYLINIDAE,Olophrum,5305,44.78361,6.288611,sequences,8498,8178,8338,320,8500,17
Olophrum|consimile|(Gyll.),COUN001138|5306,species,species,STAPHYLINIDAE,Olophrum,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Omalium|excavatum|Steph.,COUN000508|2491,species,species,STAPHYLINIDAE,Omalium,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Omalium|excavatum|Steph.,COUN000747|3495,species,species,STAPHYLINIDAE,Omalium,3495,44.05778,7.457222,sequences,8662,8305,8483.5,357,8500,17
Oreina|speciosa|L.,COUN000508|2491,species,species,CHRYSOMELIDAE,Oreina,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Otiorhynchus|hypocrita|Rosen.,COUN000508|2491,species,species,CURCULIONIDAE,Otiorhynchus,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Otiorhynchus|varius|Bohe.,COUN000508|2491,species,species,CURCULIONIDAE,Otiorhynchus,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Palaeostigus|ruficornis|(Mots.),COUN000747|3494,species,species,SCYDMAENIDAE,Palaeostigus,3494,44.05778,7.457222,sequences,8480,8150,8315,330,8500,17
Palaeostigus|ruficornis|(Mots.),COUN000747|3495,species,species,SCYDMAENIDAE,Palaeostigus,3495,44.05778,7.457222,sequences,8662,8305,8483.5,357,8500,17
Patrobus|assimilis|Chaud.,COUN000508|2491,species,species,CARABIDAE,Patrobus,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Pissodes|pini|(L.),COUN000508|2491,species,species,CURCULIONIDAE,Pissodes,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Pityogenes|bistridentatus|(Eich.),COUN000508|2491,species,species,SCOLYTIDAE,Pityogenes,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Pityokteines|vorontzowi|(Jacob.),COUN000747|3494,species,species,SCOLYTIDAE,Pityokteines,3494,44.05778,7.457222,sequences,8480,8150,8315,330,8500,17
Pityokteines|vorontzowi|(Jacob.),COUN001138|5305,species,species,SCOLYTIDAE,Pityokteines,5305,44.78361,6.288611,sequences,8498,8178,8338,320,8500,17
Plateumaris|discolor|(Panz.),COUN000508|2491,species,species,CHRYSOMELIDAE,Plateumaris,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Prosternon|tessellatum|(L.),COUN000508|2491,species,species,ELATERIDAE,Prosternon,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Pterostichus|diligens|(Sturm),COUN000508|2491,species,species,CARABIDAE,Pterostichus,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Pterostichus|diligens|(Sturm),COUN001138|5305,species,species,CARABIDAE,Pterostichus,5305,44.78361,6.288611,sequences,8498,8178,8338,320,8500,17
Pterostichus|diligens|(Sturm),COUN001138|5306,species,species,CARABIDAE,Pterostichus,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Pterostichus|externepunctatus|(Dej.),COUN000508|2491,species,species,CARABIDAE,Pterostichus,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Pterostichus|nigrita|(Payk.),COUN000508|2491,species,species,CARABIDAE,Pterostichus,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Semiadalia|rufocincta|(Muls.),COUN001138|5305,species,species,COCCINELLIDAE,Semiadalia,5305,44.78361,6.288611,sequences,8498,8178,8338,320,8500,17
Stictotarsus|griseostriatus|(Deg.),COUN000747|3493,species,species,DYTISCIDAE,Stictotarsus,3493,44.05778,7.457222,sequences,8171,7885,8028,286,8500,17
Stictotarsus|griseostriatus|(Deg.),COUN000747|3494,species,species,DYTISCIDAE,Stictotarsus,3494,44.05778,7.457222,sequences,8480,8150,8315,330,8500,17
Stictotarsus|griseostriatus|(Deg.),COUN000747|3495,species,species,DYTISCIDAE,Stictotarsus,3495,44.05778,7.457222,sequences,8662,8305,8483.5,357,8500,17
Tetartopaeus|terminatus|(Grav.),COUN000508|2491,species,species,STAPHYLINIDAE,Tetartopaeus,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Tetartopaeus|terminatus|(Grav.),COUN001138|5306,species,species,STAPHYLINIDAE,Tetartopaeus,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Tomicus|piniperda|(L.),COUN000508|2491,species,species,SCOLYTIDAE,Tomicus,2491,45.04333,5.929167,sequences,8290,7767,8028.5,523,8500,17
Xyloterus|domesticus|(L.),COUN000747|3493,species,species,SCOLYTIDAE,Xyloterus,3493,44.05778,7.457222,sequences,8171,7885,8028,286,8500,17
Absidia|rufotestacea|(Letzner),COUN000747|3497,species,species,CANTHARIDAE,Absidia,3497,44.057777,7.457222,sequences,9027,8617,8822,410,9000,18
Acidota|crenata|(F.),COUN000508|2490,species,species,STAPHYLINIDAE,Acidota,2490,45.043335,5.929167,sequences,8966,8420,8693,546,9000,18
Acritus|homoeopathicus|Woll.,COUN000747|3498,species,species,HISTERIDAE,Acritus,3498,44.057777,7.457222,sequences,9210,8771,8990.5,439,9000,18
Agabus|bipustulatus|(L.),COUN000747|3496,species,species,DYTISCIDAE,Agabus,3496,44.057777,7.457222,sequences,8844,8461,8652.5,383,9000,18
Agabus|bipustulatus|(L.),COUN000747|3497,species,species,DYTISCIDAE,Agabus,3497,44.057777,7.457222,sequences,9027,8617,8822,410,9000,18
Anthophagus|alpestris|Heer,COUN001138|5304,species,species,STAPHYLINIDAE,Anthophagus,5304,44.78361,6.288611,sequences,8703,8399,8551,304,9000,18
Anthophagus|bicornis|(Block),COUN000508|2490,species,species,STAPHYLINIDAE,Anthophagus,2490,45.043335,5.929167,sequences,8966,8420,8693,546,9000,18
Anthophagus|bicornis|(Block),COUN001138|5303,species,species,STAPHYLINIDAE,Anthophagus,5303,44.78361,6.288611,sequences,8986,8685,8835.5,301,9000,18
Anthophagus|bicornis|(Block),COUN001138|5304,species,species,STAPHYLINIDAE,Anthophagus,5304,44.78361,6.288611,sequences,8703,8399,8551,304,9000,18
Aphodius|abdominalis|Bonelli,COUN000508|2490,species,species,SCARABAEIDAE,Aphodius,2490,45.043335,5.929167,sequences,8966,8420,8693,546,9000,18
Aphodius|abdominalis|Bonelli,COUN000747|3497,species,species,SCARABAEIDAE,Aphodius,3497,44.057777,7.457222,sequences,9027,8617,8822,410,9000,18
Aphodius|abdominalis|Bonelli,COUN000747|3498,species,species,SCARABAEIDAE,Aphodius,3498,44.057777,7.457222,sequences,9210,8771,8990.5,439,9000,18
Aphodius|abdominalis|Bonelli,COUN001138|5303,species,species,SCARABAEIDAE,Aphodius,5303,44.78361,6.288611,sequences,8986,8685,8835.5,301,9000,18
Aphodius|abdominalis|Bonelli,COUN001138|5304,species,species,SCARABAEIDAE,Aphodius,5304,44.78361,6.288611,sequences,8703,8399,8551,304,9000,18
Bembidion|bipunctatum|(L.),COUN001138|5304,species,species,CARABIDAE,Bembidion,5304,44.78361,6.288611,sequences,8703,8399,8551,304,9000,18
Bromius|obscurus|(L.),COUN001138|5303,species,species,CHRYSOMELIDAE,Bromius,5303,44.78361,6.288611,sequences,8986,8685,8835.5,301,9000,18
Bromius|obscurus|(L.),COUN001138|5304,species,species,CHRYSOMELIDAE,Bromius,5304,44.78361,6.288611,sequences,8703,8399,8551,304,9000,18
Calathus|micropterus|(Duft.),COUN000508|2490,species,species,CARABIDAE,Calathus,2490,45.043335,5.929167,sequences,8966,8420,8693,546,9000,18
Denticollis|linearis|(L.),COUN000508|2490,species,species,ELATERIDAE,Denticollis,2490,45.043335,5.929167,sequences,8966,8420,8693,546,9000,18
Dryophilus|pusillus|(Gyll.),COUN000747|3496,species,species,ANOBIIDAE,Dryophilus,3496,44.057777,7.457222,sequences,8844,8461,8652.5,383,9000,18
Dryophilus|pusillus|(Gyll.),COUN000747|3497,species,species,ANOBIIDAE,Dryophilus,3497,44.057777,7.457222,sequences,9027,8617,8822,410,9000,18
Dryophilus|pusillus|(Gyll.),COUN000747|3498,species,species,ANOBIIDAE,Dryophilus,3498,44.057777,7.457222,sequences,9210,8771,8990.5,439,9000,18
Enicmus|brevicornis|(Mann.),COUN000747|3496,species,species,LATRIDIIDAE,Enicmus,3496,44.057777,7.457222,sequences,8844,8461,8652.5,383,9000,18
Enochrus|fuscipennis|(Thoms.),COUN000508|2490,species,species,HYDROPHILIDAE,Enochrus,2490,45.043335,5.929167,sequences,8966,8420,8693,546,9000,18
Euheptaulacus|carinatus|(Germ.),COUN001138|5303,species,species,SCARABAEIDAE,Euheptaulacus,5303,44.78361,6.288611,sequences,8986,8685,8835.5,301,9000,18
Euheptaulacus|carinatus|(Germ.),COUN001138|5304,species,species,SCARABAEIDAE,Euheptaulacus,5304,44.78361,6.288611,sequences,8703,8399,8551,304,9000,18
Gastrophysa|viridula|(Deg.),COUN000747|3497,species,species,CHRYSOMELIDAE,Gastrophysa,3497,44.057777,7.457222,sequences,9027,8617,8822,410,9000,18
Helophorus|flavipes|F.,COUN000508|2490,species,species,HYDROPHILIDAE,Helophorus,2490,45.043335,5.929167,sequences,8966,8420,8693,546,9000,18
Helophorus|glacialis|Villa,COUN000747|3496,species,species,HYDROPHILIDAE,Helophorus,3496,44.057777,7.457222,sequences,8844,8461,8652.5,383,9000,18
Helophorus|glacialis|Villa,COUN000747|3497,species,species,HYDROPHILIDAE,Helophorus,3497,44.057777,7.457222,sequences,9027,8617,8822,410,9000,18
Helophorus|schmidti|Villa,COUN000508|2490,species,species,HYDROPHILIDAE,Helophorus,2490,45.043335,5.929167,sequences,8966,8420,8693,546,9000,18
Hippodamia|variegata|(Goeze),COUN000508|2490,species,species,COCCINELLIDAE,Hippodamia,2490,45.043335,5.929167,sequences,8966,8420,8693,546,9000,18
Hoplia|philanthus|(Fues.),COUN000508|2490,species,species,SCARABAEIDAE,Hoplia,2490,45.043335,5.929167,sequences,8966,8420,8693,546,9000,18
Hydrobius|fuscipes|agg.,COUN001138|5303,species,species,HYDROPHILIDAE,Hydrobius,5303,44.78361,6.288611,sequences,8986,8685,8835.5,301,9000,18
Isomira|murina|(L.),COUN000508|2490,species,species,ALLECULIDAE,Isomira,2490,45.043335,5.929167,sequences,8966,8420,8693,546,9000,18
Kibunea|minuta|(L.),COUN000747|3498,species,species,ELATERIDAE,Kibunea,3498,44.057777,7.457222,sequences,9210,8771,8990.5,439,9000,18
Limnebius|truncatellus|(Thun.),COUN000747|3497,species,species,HYDRAENIDAE,Limnebius,3497,44.057777,7.457222,sequences,9027,8617,8822,410,9000,18
Ochthebius|granulatus|Muls.,COUN000747|3496,species,species,HYDRAENIDAE,Ochthebius,3496,44.057777,7.457222,sequences,8844,8461,8652.5,383,9000,18
Ochthebius|granulatus|Muls.,COUN000747|3498,species,species,HYDRAENIDAE,Ochthebius,3498,44.057777,7.457222,sequences,9210,8771,8990.5,439,9000,18
Olophrum|consimile|(Gyll.),COUN000747|3496,species,species,STAPHYLINIDAE,Olophrum,3496,44.057777,7.457222,sequences,8844,8461,8652.5,383,9000,18
Olophrum|consimile|(Gyll.),COUN001138|5304,species,species,STAPHYLINIDAE,Olophrum,5304,44.78361,6.288611,sequences,8703,8399,8551,304,9000,18
Omalium|excavatum|Steph.,COUN000747|3498,species,species,STAPHYLINIDAE,Omalium,3498,44.05778,7.457222,sequences,9210,8771,8990.5,439,9000,18
Oreina|speciosa|L.,COUN000508|2490,species,species,CHRYSOMELIDAE,Oreina,2490,45.04333,5.929167,sequences,8966,8420,8693,546,9000,18
Otiorhynchus|hypocrita|Rosen.,COUN000508|2490,species,species,CURCULIONIDAE,Otiorhynchus,2490,45.04333,5.929167,sequences,8966,8420,8693,546,9000,18
Patrobus|assimilis|Chaud.,COUN000508|2490,species,species,CARABIDAE,Patrobus,2490,45.04333,5.929167,sequences,8966,8420,8693,546,9000,18
Pissodes|pini|(L.),COUN000508|2490,species,species,CURCULIONIDAE,Pissodes,2490,45.04333,5.929167,sequences,8966,8420,8693,546,9000,18
Pityogenes|bistridentatus|(Eich.),COUN000508|2490,species,species,SCOLYTIDAE,Pityogenes,2490,45.04333,5.929167,sequences,8966,8420,8693,546,9000,18
Platystethus|arenarius|(Geoff.),COUN000747|3496,species,species,STAPHYLINIDAE,Platystethus,3496,44.05778,7.457222,sequences,8844,8461,8652.5,383,9000,18
Prosternon|tessellatum|(L.),COUN000508|2490,species,species,ELATERIDAE,Prosternon,2490,45.04333,5.929167,sequences,8966,8420,8693,546,9000,18
Pterostichus|diligens|(Sturm),COUN001138|5303,species,species,CARABIDAE,Pterostichus,5303,44.78361,6.288611,sequences,8986,8685,8835.5,301,9000,18
Pterostichus|diligens|(Sturm),COUN001138|5304,species,species,CARABIDAE,Pterostichus,5304,44.78361,6.288611,sequences,8703,8399,8551,304,9000,18
Quedius|punctatellus|(Heer),COUN001138|5304,species,species,STAPHYLINIDAE,Quedius,5304,44.78361,6.288611,sequences,8703,8399,8551,304,9000,18
Tachinus|elongatus|Gyll.,COUN000508|2490,species,species,STAPHYLINIDAE,Tachinus,2490,45.04333,5.929167,sequences,8966,8420,8693,546,9000,18
Tetartopaeus|terminatus|(Grav.),COUN000508|2490,species,species,STAPHYLINIDAE,Tetartopaeus,2490,45.04333,5.929167,sequences,8966,8420,8693,546,9000,18
Tetartopaeus|terminatus|(Grav.),COUN001138|5304,species,species,STAPHYLINIDAE,Tetartopaeus,5304,44.78361,6.288611,sequences,8703,8399,8551,304,9000,18
Acidota|cruentata|Mann.,COUN001138|5302,species,species,STAPHYLINIDAE,Acidota,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Agabus|bipustulatus|(L.),COUN000747|3499,species,species,DYTISCIDAE,Agabus,3499,44.057777,7.457222,sequences,9320,8986,9153,334,9500,19
Agabus|bipustulatus|(L.),COUN000747|3500,species,species,DYTISCIDAE,Agabus,3500,44.057777,7.457222,sequences,9449,9188,9318.5,261,9500,19
Agabus|bipustulatus|(L.),COUN001138|5302,species,species,DYTISCIDAE,Agabus,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Agabus|guttatus|(Payk.),COUN001138|5302,species,species,DYTISCIDAE,Agabus,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Agabus|solieri|Aubé,COUN000508|2489,species,species,DYTISCIDAE,Agabus,2489,45.043335,5.929167,sequences,9372,8661,9016.5,711,9500,19
Amphichroum|hirtellum|(Heer),COUN001138|5301,species,species,STAPHYLINIDAE,Amphichroum,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Anotylus|complanatus|(Er.),COUN001138|5302,species,species,STAPHYLINIDAE,Anotylus,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Anthophagus|alpestris|Heer,COUN001138|5302,species,species,STAPHYLINIDAE,Anthophagus,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Anthophagus|bicornis|(Block),COUN000508|2489,species,species,STAPHYLINIDAE,Anthophagus,2489,45.043335,5.929167,sequences,9372,8661,9016.5,711,9500,19
Anthophagus|bicornis|(Block),COUN001138|5301,species,species,STAPHYLINIDAE,Anthophagus,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Anthophagus|bicornis|(Block),COUN001138|5302,species,species,STAPHYLINIDAE,Anthophagus,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Anthophagus|spectabilis|Heer,COUN001138|5302,species,species,STAPHYLINIDAE,Anthophagus,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Aphodius|abdominalis|Bonelli,COUN000508|2489,species,species,SCARABAEIDAE,Aphodius,2489,45.043335,5.929167,sequences,9372,8661,9016.5,711,9500,19
Aphodius|abdominalis|Bonelli,COUN000747|3500,species,species,SCARABAEIDAE,Aphodius,3500,44.057777,7.457222,sequences,9449,9188,9318.5,261,9500,19
Aphodius|abdominalis|Bonelli,COUN001138|5301,species,species,SCARABAEIDAE,Aphodius,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Aphodius|abdominalis|Bonelli,COUN001138|5302,species,species,SCARABAEIDAE,Aphodius,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Aphodius|obscurus|(F.),COUN001138|5301,species,species,SCARABAEIDAE,Aphodius,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Bembidion|bipunctatum|(L.),COUN000508|2489,species,species,CARABIDAE,Bembidion,2489,45.043335,5.929167,sequences,9372,8661,9016.5,711,9500,19
Cantharis|tristis|F.,COUN001138|5302,species,species,CANTHARIDAE,Cantharis,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Dascillus|cervinus|(L.),COUN001138|5302,species,species,DASCILLIDAE,Dascillus,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Dasytes|caeruleus|(Deg.),COUN000747|3500,species,species,MELYRIDAE,Dasytes,3500,44.057777,7.457222,sequences,9449,9188,9318.5,261,9500,19
Denticollis|linearis|(L.),COUN000747|3499,species,species,ELATERIDAE,Denticollis,3499,44.057777,7.457222,sequences,9320,8986,9153,334,9500,19
Deporaus|betulae|(L.),COUN001138|5301,species,species,CURCULIONIDAE,Deporaus,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Dryophilus|pusillus|(Gyll.),COUN000747|3500,species,species,ANOBIIDAE,Dryophilus,3500,44.057777,7.457222,sequences,9449,9188,9318.5,261,9500,19
Euheptaulacus|carinatus|(Germ.),COUN001138|5301,species,species,SCARABAEIDAE,Euheptaulacus,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Euheptaulacus|carinatus|(Germ.),COUN001138|5302,species,species,SCARABAEIDAE,Euheptaulacus,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Helophorus|glacialis|Villa,COUN000747|3499,species,species,HYDROPHILIDAE,Helophorus,3499,44.057777,7.457222,sequences,9320,8986,9153,334,9500,19
Helophorus|glacialis|Villa,COUN000747|3500,species,species,HYDROPHILIDAE,Helophorus,3500,44.057777,7.457222,sequences,9449,9188,9318.5,261,9500,19
Hydroporus|memnonius|Nic.,COUN000747|3500,species,species,DYTISCIDAE,Hydroporus,3500,44.057777,7.457222,sequences,9449,9188,9318.5,261,9500,19
Hylastes|ater|(Payk.),COUN001138|5301,species,species,SCOLYTIDAE,Hylastes,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Lesteva|longoelytrata|(Goeze),COUN001138|5301,species,species,STAPHYLINIDAE,Lesteva,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Lesteva|longoelytrata|(Goeze),COUN001138|5302,species,species,STAPHYLINIDAE,Lesteva,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Limnebius|truncatellus|(Thun.),COUN000747|3499,species,species,HYDRAENIDAE,Limnebius,3499,44.057777,7.457222,sequences,9320,8986,9153,334,9500,19
Limnebius|truncatellus|(Thun.),COUN000747|3500,species,species,HYDRAENIDAE,Limnebius,3500,44.057777,7.457222,sequences,9449,9188,9318.5,261,9500,19
Limnebius|truncatellus|(Thun.),COUN001138|5301,species,species,HYDRAENIDAE,Limnebius,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Limnebius|truncatellus|(Thun.),COUN001138|5302,species,species,HYDRAENIDAE,Limnebius,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Ochthebius|granulatus|Muls.,COUN000747|3499,species,species,HYDRAENIDAE,Ochthebius,3499,44.057777,7.457222,sequences,9320,8986,9153,334,9500,19
Ochthebius|granulatus|Muls.,COUN000747|3500,species,species,HYDRAENIDAE,Ochthebius,3500,44.057777,7.457222,sequences,9449,9188,9318.5,261,9500,19
Olophrum|consimile|(Gyll.),COUN001138|5302,species,species,STAPHYLINIDAE,Olophrum,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Otiorhynchus|varius|Bohe.,COUN001138|5301,species,species,CURCULIONIDAE,Otiorhynchus,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Oxymirus|cursor|(L.),COUN001138|5301,species,species,CERAMBYCIDAE,Oxymirus,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Pissodes|pini|(L.),COUN000508|2489,species,species,CURCULIONIDAE,Pissodes,2489,45.04333,5.929167,sequences,9372,8661,9016.5,711,9500,19
Pityogenes|bistridentatus|(Eich.),COUN000747|3499,species,species,SCOLYTIDAE,Pityogenes,3499,44.05778,7.457222,sequences,9320,8986,9153,334,9500,19
Pityokteines|vorontzowi|(Jacob.),COUN000747|3499,species,species,SCOLYTIDAE,Pityokteines,3499,44.05778,7.457222,sequences,9320,8986,9153,334,9500,19
Pityokteines|vorontzowi|(Jacob.),COUN001138|5302,species,species,SCOLYTIDAE,Pityokteines,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Pterostichus|diligens|(Sturm),COUN001138|5301,species,species,CARABIDAE,Pterostichus,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Pterostichus|diligens|(Sturm),COUN001138|5302,species,species,CARABIDAE,Pterostichus,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Quedius|punctatellus|(Heer),COUN001138|5302,species,species,STAPHYLINIDAE,Quedius,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Selatosomus|rugosus|(Germ.),COUN000508|2489,species,species,ELATERIDAE,Selatosomus,2489,45.04333,5.929167,sequences,9372,8661,9016.5,711,9500,19
Semiadalia|notata|(Laich.),COUN001138|5301,species,species,COCCINELLIDAE,Semiadalia,5301,44.78361,6.288611,sequences,9572,9247,9409.5,325,9500,19
Silpha|tyrolensis|Laich.,COUN001138|5302,species,species,SILPHIDAE,Silpha,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Stictotarsus|griseostriatus|(Deg.),COUN000747|3500,species,species,DYTISCIDAE,Stictotarsus,3500,44.05778,7.457222,sequences,9449,9188,9318.5,261,9500,19
Trachys|minutus|(L.),COUN001138|5302,species,species,BUPRESTIDAE,Trachys,5302,44.78361,6.288611,sequences,9353,9040,9196.5,313,9500,19
Acilius|canaliculatus|(Nic.),COUN001562|7559,species,species,DYTISCIDAE,Acilius,7559,44.713333,3.0883334,sequences,10083,9658,9870.5,425,10000,20
Agabus|bipustulatus|(L.),COUN000747|3501,species,species,DYTISCIDAE,Agabus,3501,44.057777,7.457222,sequences,9626,9382,9504,244,10000,20
Agabus|bipustulatus|(L.),COUN000747|3502,species,species,DYTISCIDAE,Agabus,3502,44.057777,7.457222,sequences,9831,9550,9690.5,281,10000,20
Agabus|bipustulatus|(L.),COUN000747|3503,species,species,DYTISCIDAE,Agabus,3503,44.057777,7.457222,sequences,9897,9623,9760,274,10000,20
Agabus|bipustulatus|(L.),COUN000747|3504,species,species,DYTISCIDAE,Agabus,3504,44.057777,7.457222,sequences,10135,9676,9905.5,459,10000,20
Agonum|thoreyi|Dej.,COUN001562|7561,species,species,CARABIDAE,Agonum,7561,44.713333,3.0883334,sequences,9981,9669,9825,312,10000,20
Agonum|thoreyi|Dej.,COUN001562|7562,species,species,CARABIDAE,Agonum,7562,44.713333,3.0883334,sequences,10246,9596,9921,650,10000,20
Amphichroum|hirtellum|(Heer),COUN001138|5300,species,species,STAPHYLINIDAE,Amphichroum,5300,44.78361,6.288611,sequences,9688,9398,9543,290,10000,20
Anisosticta|novemdecimpunctata|L.,COUN001562|7561,species,species,COCCINELLIDAE,Anisosticta,7561,44.713333,3.0883334,sequences,9981,9669,9825,312,10000,20
Anotylus|complanatus|(Er.),COUN001138|5299,species,species,STAPHYLINIDAE,Anotylus,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Anotylus|tetracarinatus|Block,COUN000747|3503,species,species,STAPHYLINIDAE,Anotylus,3503,44.057777,7.457222,sequences,9897,9623,9760,274,10000,20
Anthophagus|alpestris|Heer,COUN001138|5300,species,species,STAPHYLINIDAE,Anthophagus,5300,44.78361,6.288611,sequences,9688,9398,9543,290,10000,20
Anthophagus|alpinus|(Payk.),COUN001138|5299,species,species,STAPHYLINIDAE,Anthophagus,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Anthophagus|bicornis|(Block),COUN001138|5298,species,species,STAPHYLINIDAE,Anthophagus,5298,44.78361,6.288611,sequences,10099,9621,9860,478,10000,20
Anthophagus|bicornis|(Block),COUN001138|5300,species,species,STAPHYLINIDAE,Anthophagus,5300,44.78361,6.288611,sequences,9688,9398,9543,290,10000,20
Aphodius|abdominalis|Bonelli,COUN000747|3501,species,species,SCARABAEIDAE,Aphodius,3501,44.057777,7.457222,sequences,9626,9382,9504,244,10000,20
Aphodius|abdominalis|Bonelli,COUN000747|3502,species,species,SCARABAEIDAE,Aphodius,3502,44.057777,7.457222,sequences,9831,9550,9690.5,281,10000,20
Aphodius|abdominalis|Bonelli,COUN000747|3504,species,species,SCARABAEIDAE,Aphodius,3504,44.057777,7.457222,sequences,10135,9676,9905.5,459,10000,20
Aphodius|abdominalis|Bonelli,COUN001138|5298,species,species,SCARABAEIDAE,Aphodius,5298,44.78361,6.288611,sequences,10099,9621,9860,478,10000,20
Aphodius|abdominalis|Bonelli,COUN001138|5299,species,species,SCARABAEIDAE,Aphodius,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Aphodius|abdominalis|Bonelli,COUN001138|5300,species,species,SCARABAEIDAE,Aphodius,5300,44.78361,6.288611,sequences,9688,9398,9543,290,10000,20
Bembidion|bipunctatum|(L.),COUN001138|5299,species,species,CARABIDAE,Bembidion,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Cantharis|pagana|Rosen.,COUN001138|5299,species,species,CANTHARIDAE,Cantharis,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Cantharis|tristis|F.,COUN001138|5298,species,species,CANTHARIDAE,Cantharis,5298,44.78361,6.288611,sequences,10099,9621,9860,478,10000,20
